Id,Category
457,INFJ
458,INFJ
459,INFJ
460,INFJ
461,INFJ
462,INFJ
463,INFJ
464,INFJ
465,INFJ
466,INFJ
467,INFJ
468,INFJ
469,INFJ
470,INFJ
471,INFJ
472,INFJ
473,INFJ
474,INFJ
475,INFJ
476,INFJ
477,INFJ
478,INFJ
479,INFJ
480,INFJ
481,INFJ
482,INFJ
483,INFJ
484,INFJ
485,INFJ
486,INFJ
487,INFJ
488,INFJ
489,INFJ
490,INFJ
491,INFJ
492,INFJ
493,INFJ
494,INFJ
495,INFJ
496,INFJ
497,INFJ
498,INFJ
499,INFJ
500,INFJ
501,INFJ
502,INFJ
503,INFJ
504,INFJ
505,INFJ
506,INFJ
507,INFJ
508,INFJ
509,INFJ
510,INFJ
511,INFJ
512,INFJ
513,INFJ
514,INFJ
515,INFJ
516,INFJ
517,INFJ
518,INFJ
519,INFJ
520,INFJ
521,INFJ
522,INFJ
523,INFJ
524,INFJ
525,INFJ
526,INFJ
527,INFJ
528,INFJ
529,INFJ
530,INFJ
531,INFJ
532,INFJ
533,INFJ
534,INFJ
535,INFJ
536,INFJ
537,INFJ
538,INFJ
539,INFJ
540,INFJ
541,INFJ
542,INFJ
543,INFJ
544,INFJ
545,INFJ
546,INFJ
547,INFJ
548,INFJ
549,INFJ
550,INFJ
551,INFJ
552,INFJ
553,INFJ
554,INFJ
555,INFJ
556,INFJ
557,INFJ
558,INFJ
559,INFJ
560,INFJ
561,INFJ
562,INFJ
563,INFJ
564,INFJ
565,INFJ
566,INFJ
567,INFJ
568,INFJ
569,INFJ
570,INFJ
571,INFJ
572,INFJ
573,INFJ
574,INFJ
575,INFJ
576,INFJ
577,INFJ
578,INFJ
579,INFJ
580,INFJ
581,INFJ
582,INFJ
583,INFJ
584,INFJ
585,INFJ
586,INFJ
587,INFJ
588,INFJ
589,INFJ
590,INFJ
591,INFJ
592,INFJ
593,INFJ
594,INFJ
595,INFJ
596,INFJ
597,INFJ
598,INFJ
599,INFJ
600,INFJ
601,INFJ
602,INFJ
603,INFJ
604,INFJ
605,INFJ
606,INFJ
607,INFJ
608,INFJ
609,INFJ
610,INFJ
611,INFJ
612,INFJ
613,INFJ
614,INFJ
615,INFJ
616,INFJ
617,INFJ
618,INFJ
619,INFJ
620,INFJ
621,INFJ
622,INFJ
623,INFJ
624,INFJ
625,INFJ
626,INFJ
627,INFJ
628,INFJ
629,INFJ
630,INFJ
631,INFJ
632,INFJ
633,INFJ
634,INFJ
635,INFJ
636,INFJ
637,INFJ
638,INFJ
639,INFJ
640,INFJ
641,INFJ
642,INFJ
643,INFJ
644,INFJ
645,INFJ
646,INFJ
647,INFJ
648,INFJ
649,INFJ
650,INFJ
651,INFJ
652,INFJ
653,INFJ
654,INFJ
655,INFJ
656,INFJ
657,INFJ
658,INFJ
659,INFJ
660,INFJ
661,INFJ
662,INFJ
663,INFJ
664,INFJ
665,INFJ
666,INFJ
667,INFJ
668,INFJ
669,INFJ
670,INFJ
671,INFJ
672,INFJ
673,INFJ
674,INFJ
675,INFJ
676,INFJ
677,INFJ
678,INFJ
679,INFJ
680,INFJ
681,INFJ
682,INFJ
683,INFJ
684,INFJ
685,INFJ
686,INFJ
687,INFJ
688,INFJ
689,INFJ
690,INFJ
691,INFJ
692,INFJ
693,INFJ
694,INFJ
695,INFJ
696,INFJ
697,INFJ
698,INFJ
699,INFJ
700,INFJ
701,INFJ
702,INFJ
703,INFJ
704,INFJ
705,INFJ
706,INFJ
707,INFJ
708,INFJ
709,INFJ
710,INFJ
711,INFJ
712,INFJ
713,INFJ
714,INFJ
715,INFJ
716,INFJ
717,INFJ
718,INFJ
719,INFJ
720,INFJ
721,INFJ
722,INFJ
723,INFJ
724,INFJ
725,INFJ
726,INFJ
727,INFJ
728,INFJ
729,INFJ
730,INFJ
731,INFJ
732,INFJ
733,INFJ
734,INFJ
735,INFJ
736,INFJ
737,INFJ
738,INFJ
739,INFJ
740,INFJ
741,INFJ
742,INFJ
743,INFJ
744,INFJ
745,INFJ
746,INFJ
747,INFJ
748,INFJ
749,INFJ
750,INFJ
751,INFJ
752,INFJ
753,INFJ
754,INFJ
755,INFJ
756,INFJ
757,INFJ
758,INFJ
759,INFJ
760,INFJ
761,INFJ
762,INFJ
763,INFJ
764,INFJ
765,INFJ
766,INFJ
767,INFJ
768,INFJ
769,INFJ
770,INFJ
771,INFJ
772,INFJ
773,INFJ
774,INFJ
775,INFJ
776,INFJ
777,INFJ
778,INFJ
779,INFJ
780,INFJ
781,INFJ
782,INFJ
783,INFJ
784,INFJ
785,INFJ
786,INFJ
787,INFJ
788,INFJ
789,INFJ
790,INFJ
791,INFJ
792,INFJ
793,INFJ
794,INFJ
795,INFJ
796,INFJ
797,INFJ
798,INFJ
799,INFJ
800,INFJ
801,INFJ
802,INFJ
803,INFJ
804,INFJ
805,INFJ
806,INFJ
807,INFJ
808,INFJ
809,INFJ
810,INFJ
811,INFJ
812,INFJ
813,INFJ
814,INFJ
815,INFJ
816,INFJ
817,INFJ
818,INFJ
819,INFJ
820,INFJ
821,INFJ
822,INFJ
823,INFJ
824,INFJ
825,INFJ
826,INFJ
827,INFJ
828,INFJ
829,INFJ
830,INFJ
831,INFJ
832,INFJ
833,INFJ
834,INFJ
835,INFJ
836,INFJ
837,INFJ
838,INFJ
839,INFJ
840,INFJ
841,INFJ
842,INFJ
843,INFJ
844,INFJ
845,INFJ
846,INFJ
847,INFJ
848,INFJ
849,INFJ
850,INFJ
851,INFJ
852,INFJ
853,INFJ
854,INFJ
855,INFJ
856,INFJ
857,INFJ
858,INFJ
859,INFJ
860,INFJ
861,INFJ
862,INFJ
863,INFJ
864,INFJ
865,INFJ
866,INFJ
867,INFJ
868,INFJ
869,INFJ
870,INFJ
871,INFJ
872,INFJ
873,INFJ
874,INFJ
875,INFJ
876,INFJ
877,INFJ
878,INFJ
879,INFJ
880,INFJ
881,INFJ
882,INFJ
883,INFJ
884,INFJ
885,INFJ
886,INFJ
887,INFJ
888,INFJ
889,INFJ
890,INFJ
891,INFJ
892,INFJ
893,INFJ
894,INFJ
895,INFJ
896,INFJ
897,INFJ
898,INFJ
899,INFJ
900,INFJ
901,INFJ
902,INFJ
903,INFJ
904,INFJ
905,INFJ
906,INFJ
907,INFJ
908,INFJ
909,INFJ
910,INFJ
911,INFJ
912,INFJ
913,INFJ
914,INFJ
915,INFJ
916,INFJ
917,INFJ
918,INFJ
919,INFJ
920,INFJ
921,INFJ
922,INFJ
923,INFJ
924,INFJ
925,INFJ
926,INFJ
927,INFJ
928,INFJ
929,INFJ
930,INFJ
931,INFJ
932,INFJ
933,INFJ
934,INFJ
935,INFJ
936,INFJ
937,INFJ
938,INFJ
939,INFJ
940,INFJ
941,INFJ
942,INFJ
943,INFJ
944,INFJ
945,INFJ
946,INFJ
947,INFJ
948,INFJ
949,INFJ
950,INFJ
951,INFJ
952,INFJ
953,INFJ
954,INFJ
955,INFJ
956,INFJ
957,INFJ
958,INFJ
959,INFJ
960,INFJ
961,INFJ
962,INFJ
963,INFJ
964,INFJ
965,INFJ
966,INFJ
967,INFJ
968,INFJ
969,INFJ
970,INFJ
971,INFJ
972,INFJ
973,INFJ
974,INFJ
975,INFJ
976,INFJ
977,INFJ
978,INFJ
979,INFJ
980,INFJ
981,INFJ
982,INFJ
983,INFJ
984,INFJ
985,INFJ
986,INFJ
987,INFJ
988,INFJ
989,INFJ
990,INFJ
991,INFJ
992,INFJ
993,INFJ
994,INFJ
995,INFJ
996,INFJ
997,INFJ
998,INFJ
999,INFJ
1000,INFJ
1001,INFJ
1002,INFJ
1003,INFJ
1004,INFJ
1005,INFJ
1006,INFJ
1007,INFJ
1008,INFJ
1009,INFJ
1010,INFJ
1011,INFJ
1012,INFJ
1013,INFJ
1014,INFJ
1015,INFJ
1016,INFJ
1017,INFJ
1018,INFJ
1019,INFJ
1020,INFJ
1021,INFJ
1022,INFJ
1023,INFJ
1024,INFJ
1025,INFJ
1026,INFJ
1027,INFJ
1028,INFJ
1029,INFJ
1030,INFJ
1031,INFJ
1032,INFJ
1033,INFJ
1034,INFJ
1035,INFJ
1036,INFJ
1037,INFJ
1038,INFJ
1039,INFJ
1040,INFJ
1041,INFJ
1042,INFJ
1043,INFJ
1044,INFJ
1045,INFJ
1046,INFJ
1047,INFJ
1048,INFJ
1049,INFJ
1050,INFJ
1051,INFJ
1052,INFJ
1053,INFJ
1054,INFJ
1055,INFJ
1056,INFJ
1057,INFJ
1058,INFJ
1059,INFJ
1060,INFJ
1061,INFJ
1062,INFJ
1063,INFJ
1064,INFJ
1065,INFJ
1066,INFJ
1067,INFJ
1068,INFJ
1069,INFJ
1070,INFJ
1071,INFJ
1072,INFJ
1073,INFJ
1074,INFJ
1075,INFJ
1076,INFJ
1077,INFJ
1078,INFJ
1079,INFJ
1080,INFJ
1081,INFJ
1082,INFJ
1083,INFJ
1084,INFJ
1085,INFJ
1086,INFJ
1087,INFJ
1088,INFJ
1089,INFJ
1090,INFJ
1091,INFJ
1092,INFJ
1093,INFJ
1094,INFJ
1095,INFJ
1096,INFJ
1097,INFJ
1098,INFJ
1099,INFJ
1100,INFJ
1101,INFJ
1102,INFJ
1103,INFJ
1104,INFJ
1105,INFJ
1106,INFJ
1107,INFJ
1108,INFJ
1109,INFJ
1110,INFJ
1111,INFJ
1112,INFJ
1113,INFJ
1114,INFJ
1115,INFJ
1116,INFJ
1117,INFJ
1118,INFJ
1119,INFJ
1120,INFJ
1121,INFJ
1122,INFJ
1123,INFJ
1124,INFJ
1125,INFJ
1126,INFJ
1127,INFJ
1128,INFJ
1129,INFJ
1130,INFJ
1131,INFJ
1132,INFJ
1133,INFJ
1134,INFJ
1135,INFJ
1136,INFJ
1137,INFJ
1138,INFJ
1139,INFJ
1140,INFJ
1141,INFJ
1142,INFJ
1143,INFJ
1144,INFJ
1145,INFJ
1146,INFJ
1147,INFJ
1148,INFJ
1149,INFJ
1150,INFJ
1151,INFJ
1152,INFJ
1153,INFJ
1154,INFJ
1155,INFJ
1156,INFJ
1157,INFJ
1158,INFJ
1159,INFJ
1160,INFJ
1161,INFJ
1162,INFJ
1163,INFJ
1164,INFJ
1165,INFJ
1166,INFJ
1167,INFJ
1168,INFJ
1169,INFJ
1170,INFJ
1171,INFJ
1172,INFJ
1173,INFJ
1174,INFJ
1175,INFJ
1176,INFJ
1177,INFJ
1178,INFJ
1179,INFJ
1180,INFJ
1181,INFJ
1182,INFJ
1183,INFJ
1184,INFJ
1185,INFJ
1186,INFJ
1187,INFJ
1188,INFJ
1189,INFJ
1190,INFJ
1191,INFJ
1192,INFJ
1193,INFJ
1194,INFJ
1195,INFJ
1196,INFJ
1197,INFJ
1198,INFJ
1199,INFJ
1200,INFJ
1201,INFJ
1202,INFJ
1203,INFJ
1204,INFJ
1205,INFJ
1206,INFJ
1207,INFJ
1208,INFJ
1209,INFJ
1210,INFJ
1211,INFJ
1212,INFJ
1213,INFJ
1214,INFJ
1215,INFJ
1216,INFJ
1217,INFJ
1218,INFJ
1219,INFJ
1220,INFJ
1221,INFJ
1222,INFJ
1223,INFJ
1224,INFJ
1225,INFJ
1226,INFJ
1227,INFJ
1228,INFJ
1229,INFJ
1230,INFJ
1231,INFJ
1232,INFJ
1233,INFJ
1234,INFJ
1235,INFJ
1236,INFJ
1237,INFJ
1238,INFJ
1239,INFJ
1240,INFJ
1241,INFJ
1242,INFJ
1243,INFJ
1244,INFJ
1245,INFJ
1246,INFJ
1247,INFJ
1248,INFJ
1249,INFJ
1250,INFJ
1251,INFJ
1252,INFJ
1253,INFJ
1254,INFJ
1255,INFJ
1256,INFJ
1257,INFJ
1258,INFJ
1259,INFJ
1260,INFJ
1261,INFJ
1262,INFJ
1263,INFJ
1264,INFJ
1265,INFJ
1266,INFJ
1267,INFJ
1268,INFJ
1269,INFJ
1270,INFJ
1271,INFJ
1272,INFJ
1273,INFJ
1274,INFJ
1275,INFJ
1276,INFJ
1277,INFJ
1278,INFJ
1279,INFJ
1280,INFJ
1281,INFJ
1282,INFJ
1283,INFJ
1284,INFJ
1285,INFJ
1286,INFJ
1287,INFJ
1288,INFJ
1289,INFJ
1290,INFJ
1291,INFJ
1292,INFJ
1293,INFJ
1294,INFJ
1295,INFJ
1296,INFJ
1297,INFJ
1298,INFJ
1299,INFJ
1300,INFJ
1301,INFJ
1302,INFJ
1303,INFJ
1304,INFJ
1305,INFJ
1306,INFJ
1307,INFJ
1308,INFJ
1309,INFJ
1310,INFJ
1311,INFJ
1312,INFJ
1313,INFJ
1314,INFJ
1315,INFJ
1316,INFJ
1317,INFJ
1318,INFJ
1319,INFJ
1320,INFJ
1321,INFJ
1322,INFJ
1323,INFJ
1324,INFJ
1325,INFJ
1326,INFJ
1327,INFJ
1328,INFJ
1329,INFJ
1330,INFJ
1331,INFJ
1332,INFJ
1333,INFJ
1334,INFJ
1335,INFJ
1336,INFJ
1337,INFJ
1338,INFJ
1339,INFJ
1340,INFJ
1341,INFJ
1342,INFJ
1343,INFJ
1344,INFJ
1345,INFJ
1346,INFJ
1347,INFJ
1348,INFJ
1349,INFJ
1350,INFJ
1351,INFJ
1352,INFJ
1353,INFJ
1354,INFJ
1355,INFJ
1356,INFJ
1357,INFJ
1358,INFJ
1359,INFJ
1360,INFJ
1361,INFJ
1362,INFJ
1363,INFJ
1364,INFJ
1365,INFJ
1366,INFJ
1367,INFJ
1368,INFJ
1369,INFJ
1370,INFJ
1371,INFJ
1372,INFJ
1373,INFJ
1374,INFJ
1375,INFJ
1376,INFJ
1377,INFJ
1378,INFJ
1379,INFJ
1380,INFJ
1381,INFJ
1382,INFJ
1383,INFJ
1384,INFJ
1385,INFJ
1386,INFJ
1387,INFJ
1388,INFJ
1389,INFJ
1390,INFJ
1391,INFJ
1392,INFJ
1393,INFJ
1394,INFJ
1395,INFJ
1396,INFJ
1397,INFJ
1398,INFJ
1399,INFJ
1400,INFJ
1401,INFJ
1402,INFJ
1403,INFJ
1404,INFJ
1405,INFJ
1406,INFJ
1407,INFJ
1408,INFJ
1409,INFJ
1410,INFJ
1411,INFJ
1412,INFJ
1413,INFJ
1414,INFJ
1415,INFJ
1416,INFJ
1417,INFJ
1418,INFJ
1419,INFJ
1420,INFJ
1421,INFJ
1422,INFJ
1423,INFJ
1424,INFJ
1425,INFJ
1426,INFJ
1427,INFJ
1428,INFJ
1429,INFJ
1430,INFJ
1431,INFJ
1432,INFJ
1433,INFJ
1434,INFJ
1435,INFJ
1436,INFJ
1437,INFJ
1438,INFJ
1439,INFJ
1440,INFJ
1441,INFJ
1442,INFJ
1443,INFJ
1444,INFJ
1445,INFJ
1446,INFJ
1447,INFJ
1448,INFJ
1449,INFJ
1450,INFJ
1451,INFJ
1452,INFJ
1453,INFJ
1454,INFJ
1455,INFJ
1456,INFJ
1457,INFJ
1458,INFJ
1459,INFJ
1460,INFJ
1461,INFJ
1462,INFJ
1463,INFJ
1464,INFJ
1465,INFJ
1466,INFJ
1467,INFJ
1468,INFJ
1469,INFJ
1470,INFJ
1471,INFJ
1472,INFJ
1473,INFJ
1474,INFJ
1475,INFJ
1476,INFJ
1477,INFJ
1478,INFJ
1479,INFJ
1480,INFJ
1481,INFJ
1482,INFJ
1483,INFJ
1484,INFJ
1485,INFJ
1486,INFJ
1487,INFJ
1488,INFJ
1489,INFJ
1490,INFJ
1491,INFJ
1492,INFJ
1493,INFJ
1494,INFJ
1495,INFJ
1496,INFJ
1497,INFJ
1498,INFJ
1499,INFJ
1500,INFJ
1501,INFJ
1502,INFJ
1503,INFJ
1504,INFJ
1505,INFJ
1506,INFJ
1507,INFJ
1508,INFJ
1509,INFJ
1510,INFJ
1511,INFJ
1512,INFJ
1513,INFJ
1514,INFJ
1515,INFJ
1516,INFJ
1517,INFJ
1518,INFJ
1519,INFJ
1520,INFJ
1521,INFJ
1522,INFJ
1523,INFJ
1524,INFJ
1525,INFJ
1526,INFJ
1527,INFJ
1528,INFJ
1529,INFJ
1530,INFJ
1531,INFJ
1532,INFJ
1533,INFJ
1534,INFJ
1535,INFJ
1536,INFJ
1537,INFJ
1538,INFJ
1539,INFJ
1540,INFJ
1541,INFJ
1542,INFJ
1543,INFJ
1544,INFJ
1545,INFJ
1546,INFJ
1547,INFJ
1548,INFJ
1549,INFJ
1550,INFJ
1551,INFJ
1552,INFJ
1553,INFJ
1554,INFJ
1555,INFJ
1556,INFJ
1557,INFJ
1558,INFJ
1559,INFJ
1560,INFJ
1561,INFJ
1562,INFJ
1563,INFJ
1564,INFJ
1565,INFJ
1566,INFJ
1567,INFJ
1568,INFJ
1569,INFJ
1570,INFJ
1571,INFJ
1572,INFJ
1573,INFJ
1574,INFJ
1575,INFJ
1576,INFJ
1577,INFJ
1578,INFJ
1579,INFJ
1580,INFJ
1581,INFJ
1582,INFJ
1583,INFJ
1584,INFJ
1585,INFJ
1586,INFJ
1587,INFJ
1588,INFJ
1589,INFJ
1590,INFJ
1591,INFJ
1592,INFJ
1593,INFJ
1594,INFJ
1595,INFJ
1596,INFJ
1597,INFJ
1598,INFJ
1599,INFJ
1600,INFJ
1601,INFJ
1602,INFJ
1603,INFJ
1604,INFJ
1605,INFJ
1606,INFJ
1607,INFJ
1608,INFJ
1609,INFJ
1610,INFJ
1611,INFJ
1612,INFJ
1613,INFJ
1614,INFJ
1615,INFJ
1616,INFJ
1617,INFJ
1618,INFJ
1619,INFJ
1620,INFJ
1621,INFJ
1622,INFJ
1623,INFJ
1624,INFJ
1625,INFJ
1626,INFJ
1627,INFJ
1628,INFJ
1629,INFJ
1630,INFJ
1631,INFJ
1632,INFJ
1633,INFJ
1634,INFJ
1635,INFJ
1636,INFJ
1637,INFJ
1638,INFJ
1639,INFJ
1640,INFJ
1641,INFJ
1642,INFJ
1643,INFJ
1644,INFJ
1645,INFJ
1646,INFJ
1647,INFJ
1648,INFJ
1649,INFJ
1650,INFJ
1651,INFJ
1652,INFJ
1653,INFJ
1654,INFJ
1655,INFJ
1656,INFJ
1657,INFJ
1658,INFJ
1659,INFJ
1660,INFJ
1661,INFJ
1662,INFJ
1663,INFJ
1664,INFJ
1665,INFJ
1666,INFJ
1667,INFJ
1668,INFJ
1669,INFJ
1670,INFJ
1671,INFJ
1672,INFJ
1673,INFJ
1674,INFJ
1675,INFJ
1676,INFJ
1677,INFJ
1678,INFJ
1679,INFJ
1680,INFJ
1681,INFJ
1682,INFJ
1683,INFJ
1684,INFJ
1685,INFJ
1686,INFJ
1687,INFJ
1688,INFJ
1689,INFJ
1690,INFJ
1691,INFJ
1692,INFJ
1693,INFJ
1694,INFJ
1695,INFJ
1696,INFJ
1697,INFJ
1698,INFJ
1699,INFJ
1700,INFJ
1701,INFJ
1702,INFJ
1703,INFJ
1704,INFJ
1705,INFJ
1706,INFJ
1707,INFJ
1708,INFJ
1709,INFJ
1710,INFJ
1711,INFJ
1712,INFJ
1713,INFJ
1714,INFJ
1715,INFJ
1716,INFJ
1717,INFJ
1718,INFJ
1719,INFJ
1720,INFJ
1721,INFJ
1722,INFJ
1723,INFJ
1724,INFJ
1725,INFJ
1726,INFJ
1727,INFJ
1728,INFJ
1729,INFJ
1730,INFJ
1731,INFJ
1732,INFJ
1733,INFJ
1734,INFJ
1735,INFJ
1736,INFJ
1737,INFJ
1738,INFJ
1739,INFJ
1740,INFJ
1741,INFJ
1742,INFJ
1743,INFJ
1744,INFJ
1745,INFJ
1746,INFJ
1747,INFJ
1748,INFJ
1749,INFJ
1750,INFJ
1751,INFJ
1752,INFJ
1753,INFJ
1754,INFJ
1755,INFJ
1756,INFJ
1757,INFJ
1758,INFJ
1759,INFJ
1760,INFJ
1761,INFJ
1762,INFJ
1763,INFJ
1764,INFJ
1765,INFJ
1766,INFJ
1767,INFJ
1768,INFJ
1769,INFJ
1770,INFJ
1771,INFJ
1772,INFJ
1773,INFJ
1774,INFJ
1775,INFJ
1776,INFJ
1777,INFJ
1778,INFJ
1779,INFJ
1780,INFJ
1781,INFJ
1782,INFJ
1783,INFJ
1784,INFJ
1785,INFJ
1786,INFJ
1787,INFJ
1788,INFJ
1789,INFJ
1790,INFJ
1791,INFJ
1792,INFJ
1793,INFJ
1794,INFJ
1795,INFJ
1796,INFJ
1797,INFJ
1798,INFJ
1799,INFJ
1800,INFJ
1801,INFJ
1802,INFJ
1803,INFJ
1804,INFJ
1805,INFJ
1806,INFJ
1807,INFJ
1808,INFJ
1809,INFJ
1810,INFJ
1811,INFJ
1812,INFJ
1813,INFJ
1814,INFJ
1815,INFJ
1816,INFJ
1817,INFJ
1818,INFJ
1819,INFJ
1820,INFJ
1821,INFJ
1822,INFJ
1823,INFJ
1824,INFJ
1825,INFJ
1826,INFJ
1827,INFJ
1828,INFJ
1829,INFJ
1830,INFJ
1831,INFJ
1832,INFJ
1833,INFJ
1834,INFJ
1835,INFJ
1836,INFJ
1837,INFJ
1838,INFJ
1839,INFJ
1840,INFJ
1841,INFJ
1842,INFJ
1843,INFJ
1844,INFJ
1845,INFJ
1846,INFJ
1847,INFJ
1848,INFJ
1849,INFJ
1850,INFJ
1851,INFJ
1852,INFJ
1853,INFJ
1854,INFJ
1855,INFJ
1856,INFJ
1857,INFJ
1858,INFJ
1859,INFJ
1860,INFJ
1861,INFJ
1862,INFJ
1863,INFJ
1864,INFJ
1865,INFJ
1866,INFJ
1867,INFJ
1868,INFJ
1869,INFJ
1870,INFJ
1871,INFJ
1872,INFJ
1873,INFJ
